n.海滩，沙滩；vt.拖（船）上岸；vi.搁浅；定居,beach,[bi:tʃ],http://sound.yywz123.com/qsbdcword/b/beach.mp3
n. 沙；沙子；沙滩；vt. 撒沙；打磨；以沙掩盖,sand,[sænd],http://sound.yywz123.com/qsbdcword/s/sand.mp3
n.夜晚，晚上,night,[naɪt],http://sound.yywz123.com/qsbdcword/n/night.mp3
n. 正餐，主餐；宴会；晚餐,dinner,[ˈdɪnə(r)],http://sound.yywz123.com/qsbdcword/d/dinner.mp3
adv.再一次；再，又,again,[əˈgen],http://sound.yywz123.com/qsbdcword/a/again.mp3
n.婴儿；年龄最小的人；小动物；adj.婴儿似的,baby,[ˈbeɪbi],http://sound.yywz123.com/qsbdcword/b/baby.mp3
adj.悲哀的，悲伤的；悲痛的，忧愁的,sad,[sæd],http://sound.yywz123.com/qsbdcword/s/sad.mp3
n.身体，躯体；车身，船身；正文，主要部分；尸体,body,[ˈbɒdi],http://sound.yywz123.com/qsbdcword/b/body.mp3
n.黑板,blackboard,[ˈblækbɔ:d],http://sound.yywz123.com/qsbdcword/b/blackboard.mp3
n.果酱；拥挤；卡住；vt.塞进；vi.挤入,jam,[dʒæm],http://sound.yywz123.com/qsbdcword/j/jam.mp3
n.雨，下雨，雨天；vi.下雨；vt.使大量落下,rain,[reɪn],http://sound.yywz123.com/qsbdcword/r/rain.mp3
n.兔子，野兔,rabbit,[ˈræbɪt],http://sound.yywz123.com/qsbdcword/r/rabbit.mp3
n.尾巴；尾部；跟踪者；vt.尾随，跟踪,tail,[teɪl],http://sound.yywz123.com/qsbdcword/t/tail.mp3
n.花，花卉；vi.开花,flower,[ˈflaʊə(r)],http://sound.yywz123.com/qsbdcword/f/flower.mp3
n.梨,pear,[peə(r)],http://sound.yywz123.com/qsbdcword/p/pear.mp3
n.蜡笔，蜡笔画；vt.以蜡笔作画,crayon,[ˈkreɪən],http://sound.yywz123.com/qsbdcword/c/crayon.mp3
n.会堂，礼堂，门厅,hall,[hɔ:l],http://sound.yywz123.com/qsbdcword/h/hall.mp3
n.形状，形式，定形，身材；vt.定形，使...成形，塑造,shape,[ʃeɪp],http://sound.yywz123.com/qsbdcword/s/shape.mp3
adj.正方形的；平方的；n.正方形；广场；vt. 使成方形；vi. 一致；成方形,square,[skweə(r)],http://sound.yywz123.com/qsbdcword/s/square.mp3
n.三角形；三人一组；三角关系,triangle,[ˈtraɪæŋgl],http://sound.yywz123.com/qsbdcword/t/triangle.mp3
adj.危险的，不安全的,dangerous,[ˈdeɪndʒərəs],http://sound.yywz123.com/qsbdcword/d/dangerous.mp3
adv.强烈地，有利地，坚定地,strongly,[strɒŋlɪ],http://sound.yywz123.com/qsbdcword/s/strongly.mp3
n.烟；vt.吸烟；冒烟；vi.冒烟，吸烟；抽烟；弥漫,smoke,[sməʊk],http://sound.yywz123.com/qsbdcword/s/smoke.mp3
n.目录，名单；清单，货单；vt.列表，列举,list,[lɪst],http://sound.yywz123.com/qsbdcword/l/list.mp3
n.车站，站，位置；vt.安置，配置,station,[ˈsteɪʃn],http://sound.yywz123.com/qsbdcword/s/station.mp3
n.野餐，郊游；vi.（去）野餐,picnic,[ˈpɪknɪk],http://sound.yywz123.com/qsbdcword/p/picnic.mp3
n.稻子，大米，米饭,rice,[raɪs],http://sound.yywz123.com/qsbdcword/r/rice.mp3
n.蔬菜，植物；adj.植物的，蔬菜的,vegetable,[ˈvedʒtəbl],http://sound.yywz123.com/qsbdcword/v/vegetable.mp3
adv.外面的，在外部的，外表，外界；n.外面，外表，外界；adj.外面的，外表的，外界的,outside,[ˌaʊtˈsaɪd],http://sound.yywz123.com/qsbdcword/o/outside.mp3
n.钟头，小时,hour,[ˈaʊə(r)],http://sound.yywz123.com/qsbdcword/h/hour.mp3
n.盐；adj.含盐的,salt,[sɔ:lt],http://sound.yywz123.com/qsbdcword/s/salt.mp3
n.胡萝卜,carrot,[ˈkærət],http://sound.yywz123.com/qsbdcword/c/carrot.mp3
vt.开始；着手；出发；vi.出发,start,[stɑ:t],http://sound.yywz123.com/qsbdcword/s/start.mp3
adv.完全地，全部地，彻底地；充分地,fully,[ˈfʊli],http://sound.yywz123.com/qsbdcword/f/fully.mp3
n.学期，术语，名词，期限；vt.称，呼,term,[tɜ:m],http://sound.yywz123.com/qsbdcword/t/term.mp3
n.邮件；v.邮寄,mail,[meɪl],http://sound.yywz123.com/qsbdcword/m/mail.mp3
vt.知道，了解；认识；识别；vi.知道，了解,know,[nəʊ],http://sound.yywz123.com/qsbdcword/k/know.mp3
vt.穿，戴,wear,[weə(r)],http://sound.yywz123.com/qsbdcword/w/wear.mp3
n.马铃薯，土豆,potato,[pəˈteɪtəʊ],http://sound.yywz123.com/qsbdcword/p/potato.mp3
n.香肠,sausage,[ˈsɒsɪdʒ],http://sound.yywz123.com/qsbdcword/s/sausage.mp3
n.孔，洞，穴；vt.&vi.挖洞，掘坑，进洞,hole,[həʊl],http://sound.yywz123.com/qsbdcword/h/hole.mp3
vt.参加；结合；连接；vi.加入；参加；结合；n. 结合；连接；接合点,join,[dʒɔɪn],http://sound.yywz123.com/qsbdcword/j/join.mp3
n.凤梨，菠萝,pineapple,[ˈpaɪnæpl],http://sound.yywz123.com/qsbdcword/p/pineapple.mp3
n.街，街道；行车道,street,[stri:t],http://sound.yywz123.com/qsbdcword/s/street.mp3
adj.柔软的，温和的，不强烈的，细腻的，轻的；adv.柔软地，温和地；n.柔软的东西,soft,[sɒft],http://sound.yywz123.com/qsbdcword/s/soft.mp3
n.玩具,toy,[tɔɪ],http://sound.yywz123.com/qsbdcword/t/toy.mp3
n.味道，气味，嗅；vt.闻，探出，发臭；vi.闻，发臭,smell,[smel],http://sound.yywz123.com/qsbdcword/s/smell.mp3
conj.直到(...为止)；n.(账台中)放钱的抽屉；prep.直到；pron.直到...为止，直到；vt.耕种,till,[tɪl],http://sound.yywz123.com/qsbdcword/t/till.mp3
n.草莓；草莓色,strawberry,[ˈstrɔ:bəri],http://sound.yywz123.com/qsbdcword/s/strawberry.mp3
n.蛇,snake,[sneɪk],http://sound.yywz123.com/qsbdcword/s/snake.mp3
n.狼；贪婪的人,wolf,[wʊlf],http://sound.yywz123.com/qsbdcword/w/wolf.mp3
adj.超级的，极好的,super,[ˈsu:pə(r)],http://sound.yywz123.com/qsbdcword/s/super.mp3
n.山，高山；（pl.）山脉；大量,mountain,[ˈmaʊntən],http://sound.yywz123.com/qsbdcword/m/mountain.mp3
n.谎话；谎言；vi.躺；平放；展现；展开；位于；vt.说谎；躺,lie,[laɪ],http://sound.yywz123.com/qsbdcword/l/lie.mp3
n.虹，彩虹,rainbow,[ˈreɪnbəʊ],http://sound.yywz123.com/qsbdcword/r/rainbow.mp3
adj.大声的，响亮的；吵闹的；过分花哨的；adv.大声地，高声地，响亮地,loud,[laʊd],http://sound.yywz123.com/qsbdcword/l/loud.mp3
adj.凉的，凉爽的；冷酷的；vt.使…冷却；使…平静下来；vi.变凉；平息,cool,[ku:l],http://sound.yywz123.com/qsbdcword/c/cool.mp3
n.天；天空,sky,[skaɪ],http://sound.yywz123.com/qsbdcword/s/sky.mp3
adj.安静的；文静的,quiet,[ˈkwaɪət],http://sound.yywz123.com/qsbdcword/q/quiet.mp3
vi.发展；生长；渐渐变得…；vt.使生长；种植；扩展,grow,[grəʊ],http://sound.yywz123.com/qsbdcword/g/grow.mp3
n.食物,food,[fu:d],http://sound.yywz123.com/qsbdcword/f/food.mp3
n.（pl.geese）鹅，鹅肉,goose,[gu:s],http://sound.yywz123.com/qsbdcword/g/goose.mp3
adj. 失去的；迷路的；不知所措的；v. 遗失，失去（ lose的过去式和过去分词）,lost,[lɒst],http://sound.yywz123.com/qsbdcword/l/lost.mp3
adj.贫穷的；可怜的,poor,[pɔ:(r)],http://sound.yywz123.com/qsbdcword/p/poor.mp3
adj.有钱的；富裕的,rich,[rɪtʃ],http://sound.yywz123.com/qsbdcword/r/rich.mp3
prep.两者（都），双方（都）adj.两个…（都）,both,[bəʊθ],http://sound.yywz123.com/qsbdcword/b/both.mp3
n.电脑，计算机,computer,[kəmˈpju:tə(r)],http://sound.yywz123.com/qsbdcword/c/computer.mp3
vi.卖，销售；vt.出卖，背叛，卖，出售,sell,[sel],http://sound.yywz123.com/qsbdcword/s/sell.mp3
prep.和...在一起，以，由于,with,[wɪð],http://sound.yywz123.com/qsbdcword/w/with.mp3
n.拜访，访问，游览，视察；vt.拜访，访问，参观，视察，降临；vi.访问，参观，闲谈,visit,[ˈvɪzɪt],http://sound.yywz123.com/qsbdcword/v/visit.mp3
pron.她的（名词性）,hers,[hɜ:z],http://sound.yywz123.com/qsbdcword/h/hers.mp3
n.（墙壁，书橱等的）架子，搁板,shelf,[ʃelf],http://sound.yywz123.com/qsbdcword/s/shelf.mp3
adj.嘈杂的，喧闹的,noisy,[ˈnɔɪzi],http://sound.yywz123.com/qsbdcword/n/noisy.mp3
n. 人；人民；民族；居民；v. 使住人；居住于,people,[ˈpi:pl],http://sound.yywz123.com/qsbdcword/p/people.mp3
be动词的复数过去式，are的过去式,were,[wə(r)],http://sound.yywz123.com/qsbdcword/w/were.mp3
n.阵雨，淋浴；vt.淋浴，大量地给予；下骤雨；vi.淋浴；下阵雨,shower,[ˈʃaʊə(r)],http://sound.yywz123.com/qsbdcword/s/shower.mp3
vt.建设；建造；vi.建筑；建造,build,[bɪld],http://sound.yywz123.com/qsbdcword/b/build.mp3
n.快餐，小吃,snacks,[snæks],http://sound.yywz123.com/qsbdcword/s/snacks.mp3
adj.最喜爱的；n.最喜爱的人/物（=favorite）,favourite,[ˈfeɪvərɪt],http://sound.yywz123.com/qsbdcword/f/favourite.mp3
adj.其余的；n.休息；vi.搁(在)，休息；vt.使休息,rest,[rest],http://sound.yywz123.com/qsbdcword/r/rest.mp3
prep.在…上面；adj.上面的；adv.在（向）上面；在（向）较高处,above,[əˈbʌv],http://sound.yywz123.com/qsbdcword/a/above.mp3
vt.说，讲，念，说明，指明；vi.说，讲；n.意见，发言权,say,[seɪ],http://sound.yywz123.com/qsbdcword/s/say.mp3
n.四月,April,[ˈeɪprəl],http://sound.yywz123.com/qsbdcword/A/April.mp3
prep.在…的后面；支持；在身后；落后于；adv.在后面；向后；在后面较远处,behind,[bɪˈhaɪnd],http://sound.yywz123.com/qsbdcword/b/behind.mp3
adj. 厚的；adv. 厚，浓，密,thick,[θɪk],http://sound.yywz123.com/qsbdcword/t/thick.mp3
vt.放，搁，置；表达；使处于...状态，记下；vi.出发；击；航行；发芽,put,[pʊt],http://sound.yywz123.com/qsbdcword/p/put.mp3
adj.每个，每，每一；adv.每个；int.每个，个人，个自,each,[i:tʃ],http://sound.yywz123.com/qsbdcword/e/each.mp3
n.吉他；vi.弹吉他,guitar,[gɪˈtɑ:(r)],http://sound.yywz123.com/qsbdcword/g/guitar.mp3
n.音乐，乐曲,music,[ˈmju:zɪk],http://sound.yywz123.com/qsbdcword/m/music.mp3
n.钢琴,piano,[piˈænəʊ],http://sound.yywz123.com/qsbdcword/p/piano.mp3
n.录音（像）机；记录装置，记录仪,recorder,[rɪˈkɔ:də(r)],http://sound.yywz123.com/qsbdcword/r/recorder.mp3
n.（小）提琴,violin,[ˌvaɪəˈlɪn],http://sound.yywz123.com/qsbdcword/v/violin.mp3
n.葡萄，葡萄树,grape,[greɪp],http://sound.yywz123.com/qsbdcword/g/grape.mp3
n.小孩，儿童（child的复数）,children,[ˈtʃɪldrən],http://sound.yywz123.com/qsbdcword/c/children.mp3
n.寝室；卧室,bedroom,[ˈbedru:m],http://sound.yywz123.com/qsbdcword/b/bedroom.mp3
n.厨房；全套炊具,kitchen,[ˈkɪtʃɪn],http://sound.yywz123.com/qsbdcword/k/kitchen.mp3
n.饭厅，餐厅,dining-room,['daɪnɪŋ rʊm],http://sound.yywz123.com/qsbdcword/d/dining-room.mp3
(=okey，O.K.)adj./adv.好，行，不错；n.同意,Okay,"[,o'kɛi]",http://sound.yywz123.com/qsbdcword/O/Okay.mp3
n.宠物；受宠的人；adj.宠爱的；表示亲昵的,pet,[pet],http://sound.yywz123.com/qsbdcword/p/pet.mp3
n.餐馆，饭店，菜馆,restaurant,[ˈrestrɒnt],http://sound.yywz123.com/qsbdcword/r/restaurant.mp3
vi.成为；变得；变成；vt.适合；相称,become,[bɪˈkʌm],http://sound.yywz123.com/qsbdcword/b/become.mp3
vt.捕捉；赶上（车）；染上（病）；n.捕获物,catch,[kætʃ],http://sound.yywz123.com/qsbdcword/c/catch.mp3
adj.岛（国）的；n.岛,island,[ˈaɪlənd],http://sound.yywz123.com/qsbdcword/i/island.mp3
n.地方；名次；地位；寓所；vt.放置；订（货）,place,[pleɪs],http://sound.yywz123.com/qsbdcword/p/place.mp3
n.鲨鱼，贪婪的人，老手,shark,[ʃɑ:k],http://sound.yywz123.com/qsbdcword/s/shark.mp3
n.鲸，大量；vi.捕鲸；vt.鞭打，打击，打败,whale,[weɪl],http://sound.yywz123.com/qsbdcword/w/whale.mp3
"v.(is,am的过去式)是，在",was,[wɒz],http://sound.yywz123.com/qsbdcword/w/was.mp3
vt.问，询问；请求，要求；邀请，约请,ask,[ɑ:sk],http://sound.yywz123.com/qsbdcword/a/ask.mp3
n.年龄；时代；老年；长时间；vt.（使）变老；vi.成熟；变老,age,[eɪdʒ],http://sound.yywz123.com/qsbdcword/a/age.mp3
adj.平的；平坦的；n.（英）公寓住宅；单元住宅,flat,[flæt],http://sound.yywz123.com/qsbdcword/f/flat.mp3
n.眼镜，双筒镜,glasses,['glɑ:sɪz],http://sound.yywz123.com/qsbdcword/g/glasses.mp3
conj. 还是；或，或者；不然，否则,or,[ɔ:(r)],http://sound.yywz123.com/qsbdcword/o/or.mp3
adj.小心的；仔细的,careful,[ˈkeəfl],http://sound.yywz123.com/qsbdcword/c/careful.mp3
n.空的东西，空物；adj.空的，空虚的，空腹的；v.倒空，使...空；（计算机）空的,empty,[ˈempti],http://sound.yywz123.com/qsbdcword/e/empty.mp3
n.习惯，癖好，恶习，毒瘾；服装，衣服,habit,[ˈhæbɪt],http://sound.yywz123.com/qsbdcword/h/habit.mp3
n.女士，夫人，小姐；举止文雅的女子，淑女,lady,[ˈleɪdi],http://sound.yywz123.com/qsbdcword/l/lady.mp3
pron.我的,mine,[maɪn],http://sound.yywz123.com/qsbdcword/m/mine.mp3
vt.移动；感动；vi.移动；运行；n.走棋；步骤,move,[mu:v],http://sound.yywz123.com/qsbdcword/m/move.mp3
poss.pron.[you的物主代词]你（们）的,yours,[jɔ:z],http://sound.yywz123.com/qsbdcword/y/yours.mp3
adj.不同的，有区别的，不一致的,different,[ˈdɪfrənt],http://sound.yywz123.com/qsbdcword/d/different.mp3
n.月，月份,month,[mʌnθ],http://sound.yywz123.com/qsbdcword/m/month.mp3
n.十一月,November,[nəʊˈvembə(r)],http://sound.yywz123.com/qsbdcword/N/November.mp3
n.十月,October,[ɒkˈtəʊbə(r)],http://sound.yywz123.com/qsbdcword/O/October.mp3
adj.下雨的，多雨的,rainy,[ˈreɪni],http://sound.yywz123.com/qsbdcword/r/rainy.mp3
n.星期六,Saturday,[ˈsætədeɪ],http://sound.yywz123.com/qsbdcword/S/Saturday.mp3
n.九月,September,[sepˈtembə(r)],http://sound.yywz123.com/qsbdcword/S/September.mp3
adj.阳光充足的，乐观的，快乐的，像太阳的,sunny,[ˈsʌni],http://sound.yywz123.com/qsbdcword/s/sunny.mp3
n.星期四,Thursday,[ˈθɜ:zdeɪ],http://sound.yywz123.com/qsbdcword/T/Thursday.mp3
n.星期二,Tuesday,[ˈtju:zdeɪ],http://sound.yywz123.com/qsbdcword/T/Tuesday.mp3
num.第六,sixth,[sɪksθ],http://sound.yywz123.com/qsbdcword/s/sixth.mp3
n.星期三,Wednesday,[ˈwenzdeɪ],http://sound.yywz123.com/qsbdcword/W/Wednesday.mp3
adj.有风的，多风的,windy,[ˈwɪndi],http://sound.yywz123.com/qsbdcword/w/windy.mp3
n.木偶；洋娃娃,doll,[dɒl],http://sound.yywz123.com/qsbdcword/d/doll.mp3
adj.小，幼小；不多的；adv./n.不多，几乎没有,little,[ˈlɪtl],http://sound.yywz123.com/qsbdcword/l/little.mp3
n.十字架，交叉路；adj.生气的，交叉的，相反的；vt.交叉，横过，越过；vi.交叉；杂交；横过,cross,[krɒs],http://sound.yywz123.com/qsbdcword/c/cross.mp3
n.小组，这里指演出流行一组演员,group,[gru:p],http://sound.yywz123.com/qsbdcword/g/group.mp3
n.洋白菜，卷心菜，甘蓝,cabbage,[ˈkæbɪdʒ],http://sound.yywz123.com/qsbdcword/c/cabbage.mp3
adj.第一的；adv.首先,first,[fɜ:st],http://sound.yywz123.com/qsbdcword/f/first.mp3
n.休息，中断，破裂；vt.打破，弄破，弄坏；vi. （嗓音）突变；突破；破晓；（价格）突然下跌,break,[breɪk],http://sound.yywz123.com/qsbdcword/b/break.mp3
n.箱，盒，橱；事；病例；案例；情形,case,[keɪs],http://sound.yywz123.com/qsbdcword/c/case.mp3
n.商店，店铺；工厂，车间；vt.买东西；vi.购物；买东西,shop,[ʃɒp],http://sound.yywz123.com/qsbdcword/s/shop.mp3
n.岩石，岩礁，巨石；vt.摇摆，摇动；vi.摇动；摇晃,rock,[rɒk],http://sound.yywz123.com/qsbdcword/r/rock.mp3
n.太空船，宇宙飞船,spaceship,[ˈspeɪsʃɪp],http://sound.yywz123.com/qsbdcword/s/spaceship.mp3
vi. 开车；猛击；飞跑；vt. 推动，发动（机器等）；驾驶（马车，汽车等）；驱赶,drive,[draɪv],http://sound.yywz123.com/qsbdcword/d/drive.mp3
num.二十一,twenty-one,['twentɪˌwʌn],http://sound.yywz123.com/qsbdcword/t/twenty-one.mp3
adj.干的，枯燥无味的；vt.把...弄干，干掉；vi.变干,dry,[draɪ],http://sound.yywz123.com/qsbdcword/d/dry.mp3
prep.在…之间，在（两者）之间；adv.在中间,between,[bɪˈtwi:n],http://sound.yywz123.com/qsbdcword/b/between.mp3
n.歌唱家；歌手,singer,[ˈsɪŋə(r)],http://sound.yywz123.com/qsbdcword/s/singer.mp3
prep.在…附近；靠近,near,[nɪə(r)],http://sound.yywz123.com/qsbdcword/n/near.mp3
n.八月,August,[ˈɔ:gəst],http://sound.yywz123.com/qsbdcword/A/August.mp3
n.顶，顶端；首位；顶点；adj.最高的；顶上的,top,[tɒp],http://sound.yywz123.com/qsbdcword/t/top.mp3
adv.回（原处）；向后,back,[bæk],http://sound.yywz123.com/qsbdcword/b/back.mp3
adj.多云的，阴天的,cloudy,[ˈklaʊdi],http://sound.yywz123.com/qsbdcword/c/cloudy.mp3
n.十二月,December,[dɪˈsembə(r)],http://sound.yywz123.com/qsbdcword/D/December.mp3
n.二月,February,[ˈfebruəri],http://sound.yywz123.com/qsbdcword/F/February.mp3
n.星期五,Friday,[ˈfraɪdeɪ],http://sound.yywz123.com/qsbdcword/F/Friday.mp3
n.一月,January,[ˈdʒænjuəri],http://sound.yywz123.com/qsbdcword/J/January.mp3
n.七月,July,[dʒuˈlaɪ],http://sound.yywz123.com/qsbdcword/J/July.mp3
n.六月,June,[dʒu:n],http://sound.yywz123.com/qsbdcword/J/June.mp3
n.三月,March,[mɑ:tʃ],http://sound.yywz123.com/qsbdcword/M/March.mp3
n.呼喊，喊声；vi.呼喊，喊叫，嚷；vt.高喊,shout,[ʃaʊt],http://sound.yywz123.com/qsbdcword/s/shout.mp3
vt.出示；告知；vi. 显示；说明；指示；n.展览（会）；演出，节目,show,[ʃəʊ],http://sound.yywz123.com/qsbdcword/s/show.mp3
n.（娱乐性的）晚会；聚会,party,[ˈpɑ:ti],http://sound.yywz123.com/qsbdcword/p/party.mp3
adj.有病的，患病的；恶心的；厌恶的,sick,[sɪk],http://sound.yywz123.com/qsbdcword/s/sick.mp3
adv.最后,lastly,[ˈlɑ:stli],http://sound.yywz123.com/qsbdcword/l/lastly.mp3
adj.每个的，每一的,every,[ˈevri],http://sound.yywz123.com/qsbdcword/e/every.mp3
n.钱，财产，货币,money,[ˈmʌni],http://sound.yywz123.com/qsbdcword/m/money.mp3
n.笔记，注解，备忘录；音符，音调；票据；便条；纸币；vt. 记录，注解；注意,note,[nəʊt],http://sound.yywz123.com/qsbdcword/n/note.mp3
num.百，一百；（pl.）许多；adj.一百的；许多,hundred,[ˈhʌndrəd],http://sound.yywz123.com/qsbdcword/h/hundred.mp3
pron.每件事；最重要的东西；一切；万事,everything,[ˈevriθɪŋ],http://sound.yywz123.com/qsbdcword/e/everything.mp3
n.课，教训；vt.给...上课，教训,lesson,[ˈlesn],http://sound.yywz123.com/qsbdcword/l/lesson.mp3
vt.签名；vi. 签署；签名；n.符号，标记；踪迹，迹象,sign,[saɪn],http://sound.yywz123.com/qsbdcword/s/sign.mp3
n.四分之一；一刻钟,quarter,[ˈkwɔ:tə(r)],http://sound.yywz123.com/qsbdcword/q/quarter.mp3
n.科学，学科，学问，自然科学；,science,[ˈsaɪəns],http://sound.yywz123.com/qsbdcword/s/science.mp3
adv.穿越，完全；prep.经过，穿过，凭借,through,[θru:],http://sound.yywz123.com/qsbdcword/t/through.mp3
n.科目，主题；adj.服从的，易患的,subject,[ˈsʌbdʒɪkt],http://sound.yywz123.com/qsbdcword/s/subject.mp3
adv.然后，当时；conj.然后，当时；n.那时,then,[ðen],http://sound.yywz123.com/qsbdcword/t/then.mp3
n.时刻表，课程表,timetable,[ˈtaɪmteɪbl],http://sound.yywz123.com/qsbdcword/t/timetable.mp3
vt. 拼写；导致，意味着；组成（一个词）的字母是…；vi. 轮替；n.符咒，咒语；魅力；一段时间；轮班,spell,[spel],http://sound.yywz123.com/qsbdcword/s/spell.mp3
n.翼，翅膀；边锋；侧厅；边房,wing,[wɪŋ],http://sound.yywz123.com/qsbdcword/w/wing.mp3
adj.另外的，再一，不同的；prep.另外一个，另一个人，同类的东西；pron.另一个，另外一个人，他人,another,[əˈnʌðə(r)],http://sound.yywz123.com/qsbdcword/a/another.mp3
n.假日，节日，假期；vi.休假，外出度假,holiday,[ˈhɒlədeɪ],http://sound.yywz123.com/qsbdcword/h/holiday.mp3
vi.到达；（时间、事件）到来，发生；达到,arrive,[əˈraɪv],http://sound.yywz123.com/qsbdcword/a/arrive.mp3
adv.大约，到处，在周围；prep.在...周围,around,[əˈraʊnd],http://sound.yywz123.com/qsbdcword/a/around.mp3
n.旅馆；宾馆；饭店,hotel,[həʊˈtel],http://sound.yywz123.com/qsbdcword/h/hotel.mp3
n.江，河，河流；生与死的界河，界河,river,[ˈrɪvə(r)],http://sound.yywz123.com/qsbdcword/r/river.mp3
n.衣服，服装,clothes,[kləʊðz],http://sound.yywz123.com/qsbdcword/c/clothes.mp3
n.运动,sport,[spɔ:t],http://sound.yywz123.com/qsbdcword/s/sport.mp3
n.种族，赛跑；v.赛跑，竞赛,race,[reɪs],http://sound.yywz123.com/qsbdcword/r/race.mp3
adj.视频的，影像的；n.视频，录像（带）,video,[ˈvɪdiəʊ],http://sound.yywz123.com/qsbdcword/v/video.mp3
n.排球，排球运动,volleyball,[ˈvɒlibɔ:l],http://sound.yywz123.com/qsbdcword/v/volleyball.mp3
n.短裤；短运动裤,shorts,[ʃɔ:ts],http://sound.yywz123.com/qsbdcword/s/shorts.mp3
n.模型，模范，模特儿；adj.模范的，作模型用的；v.做模型，塑造，模仿,model,[ˈmɒdl],http://sound.yywz123.com/qsbdcword/m/model.mp3
adj.特别的；特征的，特殊的,special,[ˈspeʃl],http://sound.yywz123.com/qsbdcword/s/special.mp3
aux./v.将；会；愿意；n.意志；决心；愿望,will,[wɪl],http://sound.yywz123.com/qsbdcword/w/will.mp3
n.电影院,cinema,[ˈsɪnəmə],http://sound.yywz123.com/qsbdcword/c/cinema.mp3
n.一千，数千，千位数；adj.一千的，成千的，许许多多的,thousand,[ˈθaʊznd],http://sound.yywz123.com/qsbdcword/t/thousand.mp3
vi.停留，保持，维持；vt. 坚持；暂住；抑制；n. 逗留；停止,stay,[steɪ],http://sound.yywz123.com/qsbdcword/s/stay.mp3
n.（短途）旅行；旅程,trip,[trɪp],http://sound.yywz123.com/qsbdcword/t/trip.mp3
n.飞机场,airport,[ˈeəpɔ:t],http://sound.yywz123.com/qsbdcword/a/airport.mp3
adj.快的，敏捷的,quick,[kwɪk],http://sound.yywz123.com/qsbdcword/q/quick.mp3
aux.应当，应该,should,[ʃʊd],http://sound.yywz123.com/qsbdcword/s/should.mp3
adv.在外面；n.外面，外部；prep.无，没有,without,[wɪˈðaʊt],http://sound.yywz123.com/qsbdcword/w/without.mp3
n.沐浴，洗澡；浴缸；vt.给…洗澡,bath,[bɑ:θ],http://sound.yywz123.com/qsbdcword/b/bath.mp3
prep.被，经，由，在...之旁；adv.经过，在近处,by,[baɪ],http://sound.yywz123.com/qsbdcword/b/by.mp3
vt.滴；使降低；使终止；vi.下降；终止；n.滴；水滴,drop,[drɒp],http://sound.yywz123.com/qsbdcword/d/drop.mp3
adj.害羞的，胆怯的，迟疑的；vi.惊退，畏缩，乱投；vt.乱投；n.投掷；惊避,shy,[ʃaɪ],http://sound.yywz123.com/qsbdcword/s/shy.mp3
n.银行，堤，岸,bank,[bæŋk],http://sound.yywz123.com/qsbdcword/b/bank.mp3
n.角；角落，（街道）拐角处,corner,[ˈkɔ:nə(r)],http://sound.yywz123.com/qsbdcword/c/corner.mp3
n.女儿,daughter,[ˈdɔ:tə(r)],http://sound.yywz123.com/qsbdcword/d/daughter.mp3
n.叫，哭，喊；口号，叫卖声；普遍意见；vt.大声叫喊，宣传；哭得...；vi.哭，叫，喊；强烈要求,cry,[kraɪ],http://sound.yywz123.com/qsbdcword/c/cry.mp3
vt.喊；叫；打电话；vi.呼叫；拜访；叫牌；n.电话；呼叫；访问,call,[kɔ:l],http://sound.yywz123.com/qsbdcword/c/call.mp3
adj.别的；adv.其他，另外,else,[els],http://sound.yywz123.com/qsbdcword/e/else.mp3
vi.发生；碰巧，偶然；巧遇，偶然发现,happen,[ˈhæpən],http://sound.yywz123.com/qsbdcword/h/happen.mp3
vt.完成；vi. 结束，终止；n.结束,finish,[ˈfɪnɪʃ],http://sound.yywz123.com/qsbdcword/f/finish.mp3
adj.高的，高度的，高级的，高尚的；adv.高高地,high,[haɪ],http://sound.yywz123.com/qsbdcword/h/high.mp3
vt.打击，击中，碰撞,hit,[hɪt],http://sound.yywz123.com/qsbdcword/h/hit.mp3
vt.剌痛，危害，损害，伤痛；vi.感到疼痛；有坏处；带来痛苦,hurt,[hɜ:t],http://sound.yywz123.com/qsbdcword/h/hurt.mp3
n.主意，办法；理想，思想，概念，意见,idea,[aɪˈdɪə],http://sound.yywz123.com/qsbdcword/i/idea.mp3
adj.仁慈的，友好的；n.种类,kind,[kaɪnd],http://sound.yywz123.com/qsbdcword/k/kind.mp3
n.变化；零钱；vt.改变；更换；vi.变化；更换,change,[tʃeɪndʒ],http://sound.yywz123.com/qsbdcword/c/change.mp3
"adj.更多的，较多的（many,much的比较级）",more,[mɔ:(r)],http://sound.yywz123.com/qsbdcword/m/more.mp3
n.工厂，产生地，代理店,factory,[ˈfæktri],http://sound.yywz123.com/qsbdcword/f/factory.mp3
n.市；城市；都市,city,[ˈsɪti],http://sound.yywz123.com/qsbdcword/c/city.mp3
n.历史，历史学；经历,history,[ˈhɪstri],http://sound.yywz123.com/qsbdcword/h/history.mp3
adv.完全，十分,quite,[kwaɪt],http://sound.yywz123.com/qsbdcword/q/quite.mp3
vi.大笑，发笑；vt. 以笑表示；使…笑得,laugh,[lɑ:f],http://sound.yywz123.com/qsbdcword/l/laugh.mp3
n.乡村，村庄,village,[ˈvɪlɪdʒ],http://sound.yywz123.com/qsbdcword/v/village.mp3
adj.有趣的，有意思的,interesting,[ˈɪntrəstɪŋ],http://sound.yywz123.com/qsbdcword/i/interesting.mp3
